code,icon,category,value_it,description_it,label_it,value_en,description_en,label_en,value_de,description_de,label_de,value_es,description_es,label_es,value_fr,description_fr,label_fr
tsunami,cap-it-tsunami,Geo,Tsunami,Serie di onde provocate da qualsiasi evento in grado di muovere verticalmente una grande colonna d’acqua: movimenti tettonici sottomarini eruzioni vulcaniche frane esplosioni o caduta di meteoriti,Tsunami,,,,,,,,,,,,
