code,description,title_it,url_it,title_en,url_en,title_de,url_de,title_es,url_es,title_fr,url_fr
0001,Tsunami,Tsunami,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
